organizations,properties.socialMedia.items.properties.status.description,The status of a social media contact information.
organizations,properties.socialMedia.items.properties.status.oneOf.type,string
organizations,properties.socialMedia.items.properties.status.oneOf.enum,active;inactive
organizations,properties.socialMedia.items.properties.status.oneOf.type,string
organizations,properties.socialMedia.items.properties.status.oneOf.maxLength,
organizations,properties.socialMedia.items.properties.preference.title,Preferred Social Media
organizations,properties.socialMedia.items.properties.preference.description,Whether a Social Media contact that is preferred over others of the same type.
organizations,properties.socialMedia.items.properties.preference.oneOf.type,string
organizations,properties.socialMedia.items.properties.preference.oneOf.enum,primary
organizations,properties.socialMedia.items.properties.preference.oneOf.type,string
organizations,properties.socialMedia.items.properties.preference.oneOf.maxLength,
organizations,properties.socialMedia.items.properties.address.title,Address
organizations,properties.socialMedia.items.properties.address.description,The username, handle or other address of the social media account.
organizations,properties.socialMedia.items.properties.address.type,string
organizations,properties.socialMedia.items.additionalProperties,false
organizations,properties.socialMedia.items.required,id;type;address
organizations,required,id
organizations,additionalProperties,false
organizations,links.rel,filter
organizations,links.encType,application/x-www-form-urlencoded
organizations,links.method,GET
organizations,links.href,/organizations/
organizations,links.schema.type,object
organizations,links.schema.properties.title.type,string
organizations,links.schema.properties.type.type,string
organizations,links.schema.properties.type.enum,college;department;division;faculty;school;university;business
organizations,links.schema.properties.contactInformationFilter.code.type,string
organizations,links.rel,sites
organizations,links.title,Sites
organizations,links.description,The sites in this organization.
organizations,links.href,/sites?organization.id={id}
organizations,links.targetSchema.$ref,sites.json#
payment-methods,description,A customized list of allowed payment methods.
payment-methods,type,object
payment-methods,properties.metadata.title,Metadata
payment-methods,properties.metadata.description,Metadata about the JSON payload
payment-methods,properties.metadata.type,object
payment-methods,properties.metadata.properties.createdBy.title,Created By
payment-methods,properties.metadata.properties.createdBy.description,The name of the originator (user or system) of the data. This is informational only, do not use in business logic!
payment-methods,properties.metadata.properties.createdBy.type,string
payment-methods,properties.metadata.properties.createdOn.title,Created On
payment-methods,properties.metadata.properties.createdOn.description,The date and time when the entity instance was created
payment-methods,properties.metadata.properties.createdOn.oneOf.type,string
payment-methods,properties.metadata.properties.createdOn.oneOf.format,date-time
payment-methods,properties.metadata.properties.createdOn.oneOf.pattern,^(-?(?:[1-9][0-9]*)?[0-9]{4})-(1[0-2]|0[1-9])-(3[0-1]|0[1-9]|[1-2][0-9])T(2[0-3]|[0-1][0-9]):([0-5][0-9]):([0-5][0-9])(\.[0-9]+)?(Z|[+-](?:2[0-3]|[0-1][0-9]):[0-5][0-9])?$
payment-methods,properties.metadata.properties.createdOn.oneOf.type,string
payment-methods,properties.metadata.properties.createdOn.oneOf.maxLength,
payment-methods,properties.metadata.properties.modifiedBy.title,Modified By
payment-methods,properties.metadata.properties.modifiedBy.description,The name of the modifier (user or system) of the data. This is informational only, do not use in business logic!
payment-methods,properties.metadata.properties.modifiedBy.type,string
payment-methods,properties.metadata.properties.modifiedOn.title,Modified On
payment-methods,properties.metadata.properties.modifiedOn.description,The date and time when the entity instance was last modified
payment-methods,properties.metadata.properties.modifiedOn.oneOf.type,string
payment-methods,properties.metadata.properties.modifiedOn.oneOf.format,date-time
payment-methods,properties.metadata.properties.modifiedOn.oneOf.pattern,^(-?(?:[1-9][0-9]*)?[0-9]{4})-(1[0-2]|0[1-9])-(3[0-1]|0[1-9]|[1-2][0-9])T(2[0-3]|[0-1][0-9]):([0-5][0-9]):([0-5][0-9])(\.[0-9]+)?(Z|[+-](?:2[0-3]|[0-1][0-9]):[0-5][0-9])?$
payment-methods,properties.metadata.properties.modifiedOn.oneOf.type,string
payment-methods,properties.metadata.properties.modifiedOn.oneOf.maxLength,
payment-methods,properties.metadata.additionalProperties,false
payment-methods,properties.id.title,ID
payment-methods,properties.id.description,A global identifier of a payment method.
payment-methods,properties.id.type,string
payment-methods,properties.id.format,guid
payment-methods,properties.id.pattern,^[a-f0-9]{8}(?:-[a-f0-9]{4}){3}-[a-f0-9]{12}$
payment-methods,properties.title.title,Title
payment-methods,properties.title.description,The full name of a payment method.
payment-methods,properties.title.type,string
payment-methods,properties.title.minLength,1
payment-methods,properties.description.title,Description
payment-methods,properties.description.description,A full description of a payment method.
payment-methods,properties.description.type,string
payment-methods,required,id;title
payment-methods,additionalProperties,false
payroll-deduction-requests,description,A request to establish a payroll deduction
payroll-deduction-requests,type,object
payroll-deduction-requests,properties.metadata.title,Metadata
payroll-deduction-requests,properties.metadata.description,Metadata about the JSON payload
payroll-deduction-requests,properties.metadata.type,object
payroll-deduction-requests,properties.metadata.properties.createdBy.title,Created By
payroll-deduction-requests,properties.metadata.properties.createdBy.description,The name of the originator (user or system) of the data. This is informational only, do not use in business logic!
payroll-deduction-requests,properties.metadata.properties.createdBy.type,string
payroll-deduction-requests,properties.metadata.properties.createdOn.title,Created On
payroll-deduction-requests,properties.metadata.properties.createdOn.description,The date and time when the entity instance was created
payroll-deduction-requests,properties.metadata.properties.createdOn.oneOf.type,string
payroll-deduction-requests,properties.metadata.properties.createdOn.oneOf.format,date-time
payroll-deduction-requests,properties.metadata.properties.createdOn.oneOf.pattern,^(-?(?:[1-9][0-9]*)?[0-9]{4})-(1[0-2]|0[1-9])-(3[0-1]|0[1-9]|[1-2][0-9])T(2[0-3]|[0-1][0-9]):([0-5][0-9]):([0-5][0-9])(\.[0-9]+)?(Z|[+-](?:2[0-3]|[0-1][0-9]):[0-5][0-9])?$
payroll-deduction-requests,properties.metadata.properties.createdOn.oneOf.type,string
payroll-deduction-requests,properties.metadata.properties.createdOn.oneOf.maxLength,
payroll-deduction-requests,properties.metadata.properties.modifiedBy.title,Modified By
payroll-deduction-requests,properties.metadata.properties.modifiedBy.description,The name of the modifier (user or system) of the data. This is informational only, do not use in business logic!
payroll-deduction-requests,properties.metadata.properties.modifiedBy.type,string
payroll-deduction-requests,properties.metadata.properties.modifiedOn.title,Modified On
payroll-deduction-requests,properties.metadata.properties.modifiedOn.description,The date and time when the entity instance was last modified
payroll-deduction-requests,properties.metadata.properties.modifiedOn.oneOf.type,string
payroll-deduction-requests,properties.metadata.properties.modifiedOn.oneOf.format,date-time
payroll-deduction-requests,properties.metadata.properties.modifiedOn.oneOf.pattern,^(-?(?:[1-9][0-9]*)?[0-9]{4})-(1[0-2]|0[1-9])-(3[0-1]|0[1-9]|[1-2][0-9])T(2[0-3]|[0-1][0-9]):([0-5][0-9]):([0-5][0-9])(\.[0-9]+)?(Z|[+-](?:2[0-3]|[0-1][0-9]):[0-5][0-9])?$
payroll-deduction-requests,properties.metadata.properties.modifiedOn.oneOf.type,string
payroll-deduction-requests,properties.metadata.properties.modifiedOn.oneOf.maxLength,
payroll-deduction-requests,properties.metadata.additionalProperties,false
